"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
29,51837.46143,4728.04634,302.43203,33548.85407,1.14689,33.53198,7.21073
29,51937.1012,4718.31669,219.45548,11046.59522,98.14143,24.56852,8.53895
29,52500.48983,6688.08686,313.3758,33817.91056,3.90987,24.52912,5.79864
29,53501.44625,6196.82084,218.81534,10689.75181,112.37133,31.28406,10.94384
29,61750.11159,6729.48527,307.72951,17354.22172,80.21427,21.43972,9.3159
29,61841.20403,6679.51407,362.67893,28527.59571,59.08506,26.11196,9.47482
29,62861.68121,6124.69463,230.82823,10221.92386,114.42343,30.22776,12.2654
29,69278.02845,7090.02787,273.40457,30710.88962,0.00001,33.6336,6.49469
29,72272.43261,6166.56212,236.48835,21416.20131,73.79777,33.66642,6.96246
30,3391.52641,7147.46297,295.68998,40820.40662,0.00001,34.52399,5.8847
30,4757.97865,4800.4656,228.93129,24398.84611,44.53581,37.40692,6.3616
30,12896.39415,7067.15155,219.23898,14612.95099,91.9108,33.56446,8.67204
30,14169.8835,4745.65045,337.28703,37383.85372,43.60779,34.80099,8.2847
30,23608.15824,4778.45753,271.23854,20403.90168,90.00965,29.48551,8.38547
30,25208.63431,6228.01683,314.78684,41848.27643,0,34.32999,6.43741
30,31667.27815,7095.75186,216.96384,10326.00627,161.86988,31.7748,11.29754
30,33054.0207,4721.04525,227.0042,20519.45832,100.92455,39.02724,7.68591
30,41008.47053,7171.94221,229.82897,11886.26713,107.01077,24.33204,8.61448
30,41123.14415,7153.8164,256.02858,12747.34166,118.04051,28.7424,11.53192
30,42481.68175,4732.535,294.86588,20157.13734,101.92318,26.21295,8.93344
30,42410.58388,4683.01592,402.58225,52518.92883,20.40259,34.08925,8.23042
30,43978.50006,6168.01478,220.01859,12378.7135,135.95703,28.38787,8.77594
30,50580.78377,7108.48375,276.87554,23017.96321,46.71932,24.56644,6.6046
30,51913.20763,4736.99579,292.44464,28334.05282,40.44106,26.95106,6.52901
30,52415.07395,6729.837,425.04001,58666.98036,0.00001,27.13808,6.67959
30,61154.67488,4789.74046,322.09857,23341.31049,61.41974,24.9987,8.79991
30,61376.80939,4736.59607,518.54919,85017.34998,0,29.17169,7.30298
30,62885.89381,6151.89456,363.25991,48598.94978,0.10695,26.86566,5.88689
30,62872.53139,6215.63381,240.02844,11064.47382,129.44443,26.27693,10.7466
30,69284.03317,7111.55454,221.25537,15142.02368,105.63256,33.0119,8.39822
30,72244.58128,6154.21747,291.96767,41889.77781,0,28.9264,4.80345
30,72249.71247,6170.35325,299.51594,43579.69942,0,29.76028,4.97398
31,3354.58544,7183.62521,332.31694,49214.45659,0.33822,35.93162,6.37159
31,6314.93109,6236.66061,228.64939,22263.35325,82.00409,37.43609,6.9332
31,14725.36492,6696.31214,241.72095,11571.90981,146.72068,27.48869,10.87647
31,41113.66795,7174.2227,216.92917,11712.12473,106.29957,28.06932,8.91575
31,42389.01356,4732.9453,249.86114,13805.67942,122.89385,25.34839,9.07944
31,42964.13985,6695.93702,365.88728,54014.85963,2.32756,30.46426,6.03423
31,44022.03074,6156.06564,276.06685,21481.1975,109.67904,34.6704,9.58877
31,44062.76418,6193.08153,261.54075,20330.66543,101.97807,34.24614,9.01039
31,50502.16104,7149.63926,358.6545,38278.84197,26.02587,21.59436,5.95054
31,51924.30013,4745.84606,263.63202,27826.32183,26.24034,27.89685,5.6394
31,52459.13574,6709.45889,258.50852,16049.52015,95.73216,36.21759,11.67895
31,53454.95323,6173.8262,367.08288,52440.23534,0.00001,28.00235,5.7962
31,59889.25705,7063.3239,337.60453,40344.51867,0.00002,23.44496,5.43701
31,61803.41041,6742.87794,357.63436,27294.14657,77.64762,18.57995,7.12229
31,62898.71782,6136.44427,296.94465,23217.38689,89.37307,36.033,10.61384
31,62852.3162,6132.0592,280.02464,18782.66803,112.33374,33.27913,10.80147
31,62900.33426,6335.52514,256.1559,10460.66428,114.30093,21.42757,10.64755
31,62863.42996,6168.08031,291.22428,21903.23058,94.77314,27.06523,8.29786
31,70721.24236,4723.74755,282.5561,34752.77729,45.33949,32.48618,5.95766
31,71196.26308,6702.92062,349.81451,50799.00251,1.78075,23.76724,4.75042
32,3356.79463,7122.82118,232.23084,14182.97345,117.40016,41.63206,12.22152
32,4732.24686,4794.08629,223.47318,19556.08634,85.54052,40.55846,8.0979
32,5280.7971,6741.54661,291.29563,41448.2545,1.07428,36.45733,5.92131
32,6267.20213,6172.60565,195.47857,12050.57205,159.56499,41.98741,10.34669
32,12824.1624,7181.45211,241.12395,11766.57128,120.57934,32.92224,12.61505
32,12840.65256,7121.61321,335.76828,42992.92303,0.00001,31.3929,6.54119
32,14128.2788,4668.70007,230.76539,11908.3313,111.0126,28.74649,10.09137
32,15727.75916,6220.28973,299.74254,41110.11019,0,34.38544,5.97604
32,22213.26455,7015.12271,404.1696,57976.23197,0.00001,22.8899,5.31086
32,22158.01993,7049.12342,397.54043,54478.04857,0.0466,24.77131,5.83445
32,23579.23335,4707.72555,368.40426,43016.36588,30.40685,30.17275,7.52146
32,33496.88866,6769.53217,246.82466,17146.46998,104.43417,25.74456,7.32364
32,41005.81474,7126.31299,381.65952,50893.98731,0.82842,25.19685,5.84791
32,42465.58737,4735.64306,464.95752,78567.47768,0,35.0009,7.54904
32,43990.60484,6173.20611,311.14303,24825.59806,96.33445,27.53839,8.48212
32,44049.82062,6174.50013,358.96709,50291.52664,0,35.86119,7.21699
32,50477.21598,7100.48847,235.20154,11304.61871,91.45884,24.65689,9.5539
32,51907.85981,4740.89884,249.57706,23241.63533,37.05607,30.49441,6.52259
32,52389.98567,6749.17789,274.66289,15811.3607,89.3821,23.66785,8.97157
32,59901.78911,6957.22592,346.32725,36850.97258,0.21392,33.32799,8.49077
32,61328.20331,4794.77899,346.52655,39714.89762,7.65474,32.52639,7.73567
32,69293.10389,7066.48749,219.80723,13059.61111,99.05628,32.66476,9.47055
32,71178.3637,6699.56951,226.72103,15447.9114,86.18147,31.17051,8.18695
32,72237.40484,6152.15705,296.01443,39846.72307,0.00001,35.6799,6.21549
32,72255.51325,6167.32321,320.15009,45272.52743,1.28076,32.88624,5.9346
33,5295.86264,6776.86701,186.41907,10614.68711,128.16748,45.94198,11.6434
33,6282.01511,6164.00755,299.00626,43038.93642,0.00002,43.66816,7.08397
33,6308.89541,6227.19795,213.22373,14832.41998,119.77562,35.53903,8.54682
33,14181.087,4689.62684,218.83231,10056.85839,106.86347,28.40542,10.61077
33,14717.83079,6761.75798,256.36566,13122.74262,103.09444,26.79564,10.53238
33,14737.31889,6730.01195,349.59379,41501.48741,5.8631,29.3422,6.87102
33,22143.32837,7018.33929,226.07727,11496.39314,88.7972,34.33907,11.85567
33,23716.86857,4855.79008,332.0099,30217.71086,46.75983,28.98815,8.33522
33,25099.36516,6088.86204,247.65228,13879.04431,100.24044,31.79951,10.95039
33,33022.02144,4747.56244,203.82447,16876.33472,78.30231,39.14789,7.57367
33,33522.88536,6737.15848,263.78044,32871.44176,0,38.26735,6.39375
33,34572.39253,6129.21979,275.56357,40135.52366,0.00002,41.56521,6.19073
33,40977.81875,7127.70152,280.66539,28109.98194,0,30.76382,6.85042
33,42395.34422,4713.33223,242.73172,14377.86775,85.82766,29.05158,9.36315
33,42512.5366,4703.60665,217.89267,11861.71286,87.61573,25.31963,8.09016
33,44091.64486,6242.26591,213.10882,10665.27252,88.75924,32.86121,10.91708
33,50561.2451,7125.23888,345.21593,30524.63597,41.46435,22.69796,7.14163
33,50547.35851,7182.75482,302.68825,18329.87134,82.87453,24.61716,9.71042
33,51869.29307,4757.26832,293.66581,26413.97045,38.0526,29.84985,7.70693
33,51909.72292,4719.4255,258.51773,18201.29384,65.49017,31.01954,8.94409
33,52493.13129,6738.13047,266.1413,14976.49571,97.26654,30.08282,11.09357
33,52509.22033,6704.09117,281.04823,26572.05211,13.56593,28.93146,6.8562
33,53441.62485,6216.29911,330.80074,39037.14828,2.06249,26.92188,6.07963
33,53462.32412,6204.84789,239.7978,12249.06723,100.90978,24.49446,9.12567
33,59943.95644,7049.4115,409.0205,50499.22096,0.00002,24.54251,6.55027
33,59953.2268,7096.20095,267.00689,12655.65971,86.32707,24.22218,10.74
33,61840.87937,6667.89218,344.19499,37765.69883,0.00002,24.00687,6.11229
33,71221.32708,6674.01415,258.79219,16919.78156,98.0922,30.52299,9.47212
33,72255.63066,6165.58033,202.62431,17033.09788,60.56427,31.38829,6.07156
34,3436.68064,7195.00633,256.49541,25059.57374,0,30.05235,6.31182
34,6286.22936,6165.58832,261.56517,32188.08396,0.00001,49.41691,8.14457
34,12741.85254,7194.46658,261.72437,12446.98453,69.6984,27.46747,11.80021
34,12863.51312,7077.69536,291.61137,26062.90679,0,29.76517,7.68269
34,14161.89214,4761.20348,335.20558,36115.88895,0.63269,31.0264,7.61611
34,14764.67231,6720.80904,261.55965,12769.61932,81.8793,30.14746,12.54636
34,14621.83825,6734.62585,420.39635,50757.85182,0,29.42931,8.07308
34,15753.33965,6196.14217,285.9034,30879.03738,0.43817,29.43582,6.23871
34,15813.38272,6162.26634,276.92343,28654.67612,0,28.71741,6.16875
34,22176.09135,7037.88795,284.53381,25376.18378,0.19674,27.2711,6.9532
34,24172.03851,6680.96157,361.10869,38707.94937,0.00002,29.92089,7.94698
34,31679.86775,7104.51003,295.67222,32864.69325,0,32.97209,6.93743
34,33589.30548,6690.74527,264.87133,28923.76245,9.91611,38.69267,7.3604
34,41042.53236,7113.88913,276.12422,23658.96889,0.00002,25.67773,6.65716
34,41046.63807,7161.27092,356.54583,37388.50754,0,29.3609,7.88142
34,42471.80227,4678.55943,215.83036,13274.49603,42.44824,30.34438,8.41141
34,42955.91993,6703.99178,274.68797,20566.18816,43.80856,58.63888,16.40391
34,42968.79577,6677.40831,347.86277,34126.52332,31.40035,55.72684,15.06486
34,50531.61528,7109.46056,282.64886,10686.54562,69.5124,22.42858,13.12454
34,51830.49253,4772.7279,229.92393,13052.4843,51.81117,30.35068,9.64687
34,51908.30003,4756.12608,285.0087,25527.14458,0,29.6026,7.46589
34,62914.10779,6125.87242,246.59868,16030.44148,36.26269,36.6529,10.79384
34,69271.09569,7120.23854,221.92468,12615.14141,46.7944,26.43619,8.21173
34,69366.472,7148.94979,298.77599,28839.24276,0.00001,28.03315,6.92241
34,71226.81866,6708.22395,275.74101,26600.43906,0.00001,30.06179,6.83812
34,72265.02808,6147.6506,238.26419,17688.74024,60.62286,39.61783,9.87793
35,3367.09525,7166.11778,327.82042,47849.59306,0.91942,38.12169,6.7312
35,4695.17678,4718.68436,270.51666,35725.74062,0,33.3497,5.47428
35,5236.13516,6777.32421,280.85087,35070.26677,32.88035,39.97974,7.0507
35,12859.30552,7038.2104,355.38676,46415.92364,0.00001,27.82919,6.08396
35,14165.66082,4668.54131,235.09031,12737.60138,118.96161,31.63966,10.71433
35,14153.38053,4761.59001,272.91412,20549.42128,98.13376,31.5675,8.97244
35,14143.47325,4732.05521,395.14624,61511.10148,6.86166,37.30358,7.41332
35,24165.30735,6712.19947,231.46997,13571.86181,100.31785,33.02379,10.17982
35,31602.24,7124.42307,255.78344,26947.5738,40.7186,36.33401,6.95533
35,40975.52891,7058.02388,254.82681,17692.17933,62.06902,25.36508,7.45012
35,41112.83631,7185.18862,271.83449,21287.25732,63.40639,31.31316,8.54386
35,42416.38998,4687.37592,245.08025,12243.18065,120.46001,28.05498,10.77914
35,42428.04973,4709.63964,271.99212,18786.59089,93.01356,34.8609,10.66481
35,43962.12137,6120.2965,268.91705,21553.19295,85.01941,27.37628,7.32172
35,44025.17684,6126.54913,396.62666,66372.4642,0,32.53158,6.13071
35,50554.24652,7122.4844,376.21971,46291.27858,0.00001,33.78292,8.09263
35,50546.10804,7127.7241,276.03702,16012.57924,85.26702,31.64433,11.69803
35,52465.22775,6762.3299,219.40905,10609.11531,99.03724,26.19409,9.40146
35,52498.10053,6677.09375,248.94487,15730.14344,79.32448,29.51154,9.14462
35,59922.67372,7077.27893,362.88548,31738.85396,55.36227,29.42731,9.55651
35,61325.98336,4723.56552,360.18213,44565.71239,1.00125,28.57521,6.63627
35,69310.24573,7106.99292,292.04512,34644.64212,4.77993,29.9352,5.91269
35,70730.8157,4733.76445,194.80076,13185.31488,117.61645,41.40522,9.29214
35,71231.11795,6693.79949,297.68336,38467.24832,0,24.58044,4.69409
35,72232.6982,6129.9539,322.06292,48598.56625,0,32.21464,5.51103
35,72224.38449,6180.27589,260.0489,20326.89038,117.24448,29.61378,7.79886
36,6289.39932,6166.2813,255.35961,32776.04667,0.00001,37.0554,5.85504
36,12774.75922,7086.05258,382.3121,50422.85848,0,33.565,7.64242
36,12899.80931,7035.87719,269.85414,21015.09871,34.63119,32.54115,8.83827
36,14172.31457,4760.94526,287.70808,26289.19149,34.06222,34.21974,8.43873
36,15719.27037,6232.54429,191.39085,11741.91098,96.88256,33.0862,8.15179
36,24050.86001,6629.52383,270.52984,12898.22078,89.6915,24.03603,10.73704
36,25170.50155,6181.85811,288.06217,30368.72607,9.85003,35.36909,7.5911
36,31667.58272,7076.19619,241.18031,22069.21731,37.27548,37.52586,7.75865
36,33047.76382,4718.74602,166.54807,10712.58654,101.53994,46.19977,9.33216
36,34588.88709,6153.19273,262.32151,35544.23561,0,50.14326,7.54059
36,41132.29521,7137.78112,234.63839,10861.55164,81.49921,30.58809,12.06839
36,41088.25098,7131.89184,269.9284,14435.17798,79.86431,27.92464,11.01963
36,42363.37626,4712.31277,289.83898,27290.76001,1.41392,21.20264,5.41425
36,42984.68841,6751.92157,297.42341,33175.91859,0,27.90386,5.99034
36,43956.52795,6176.56272,270.64474,29108.50112,0.00001,35.28311,7.00322
36,44086.7686,6201.0262,246.04078,16671.39648,58.70386,28.74309,8.25644
36,52509.48826,6751.91783,224.90509,10892.50873,90.41351,29.11421,10.59295
36,59874.31369,7067.32854,319.34057,29114.35767,0.00002,28.92111,8.00325
36,62917.83332,6142.92651,296.84584,28359.82524,0.00001,27.32042,6.79023
36,69300.78081,7105.19296,218.7418,14554.76985,58.41561,26.88009,7.08276
36,70735.68127,4763.74657,217.61389,15623.39327,74.01936,34.7277,8.27342
36,71198.19618,6683.526,231.58143,12256.25599,117.93237,35.33721,11.99086
36,72265.33779,6176.72307,209.29974,15989.22512,76.34914,34.77543,7.52187
37,4703.12666,4758.35861,231.74074,19390.54323,70.51085,33.59757,7.3532
37,5310.58351,6801.83782,210.77774,15323.28849,85.48656,39.28893,8.89603
37,6282.36748,6151.27262,217.09375,14761.31736,125.67497,47.21046,11.62942
37,6318.91936,6204.26443,233.05572,20807.71776,75.86472,37.11997,7.61309
37,12834.2517,7056.38742,249.37876,18164.89582,78.45385,41.54537,10.99835
37,14104.60611,4750.70741,351.0736,47552.93065,0.00001,30.2645,6.25943
37,22163.39731,7032.99934,227.71628,12210.04948,92.89937,24.71207,8.36825
37,24084.04576,6694.85217,401.77103,54304.04377,0.00002,28.95467,6.84537
37,33059.74634,4715.58015,254.439,32243.2028,0.00001,36.10414,5.76972
37,33590.74445,6669.78343,229.05977,15519.45059,107.00494,40.45603,10.60467
37,41063.25744,7117.74874,281.82527,26203.92708,25.74716,29.27121,7.05728
37,42409.54045,4693.12133,304.31841,25836.25841,50.554,27.96218,7.93778
37,42958.74292,6695.324,257.31714,22595.38248,36.79729,40.17655,9.15456
37,42998.20515,6715.29416,296.92084,26569.26279,56.1528,38.71953,9.96227
37,44017.40587,6159.71279,264.83883,20453.02369,81.9521,35.17997,9.4098
37,50554.73161,7122.79347,356.38406,31057.20536,41.60139,27.88404,8.97042
37,52390.75284,6712.52481,249.68535,12714.48632,86.06672,28.0725,10.77742
37,61319.10293,4804.50831,406.15219,46071.62371,11.8783,27.44047,7.78262
37,62895.22651,6106.51389,304.72169,32669.10514,0.00001,28.53812,6.4877
37,69314.44759,7111.4461,219.38389,13008.20596,97.95583,32.16254,9.33622
37,70708.56874,4725.75095,222.30821,16187.12802,88.17303,37.58269,8.96424
37,72244.49913,6153.59889,187.44168,11816.49835,113.98454,35.68719,8.351
38,4727.97829,4749.02853,234.35908,21774.5187,41.43312,28.01308,5.71977
38,12852.00326,7075.00399,230.42635,12943.39397,96.10806,31.36176,10.06796
38,14180.90704,4717.40553,312.85758,38388.73116,0.00001,42.31708,8.38399
38,14734.61298,6686.95991,351.4351,39186.59431,23.52132,28.51965,7.14334
38,15821.2013,6157.2263,230.95862,18768.31629,55.69515,37.23267,8.28773
38,25269.86263,6225.42598,333.80101,33172.3978,46.57486,30.43919,8.05351
38,31641.3792,7092.04045,262.48761,29071.62479,14.53889,35.99181,6.73622
38,34574.00372,6153.59976,188.27927,12536.73511,126.38372,38.53787,8.54484
38,41010.34685,7129.89114,288.54225,29748.57429,0.00001,25.08455,5.71545
38,41131.24413,7181.21717,249.06319,13448.33748,80.76671,24.32075,8.91261
38,43996.39706,6151.93075,218.19635,11775.59452,107.19723,33.8536,10.67212
38,51840.19646,4756.57809,228.05269,12118.77463,96.32444,33.85065,11.30003
38,53442.02689,6191.14538,296.40562,28039.20861,23.95048,26.40092,6.64005
38,53482.06663,6230.94619,339.76048,39685.36123,0.00001,26.42659,6.19164
38,61369.45818,4761.73739,242.5782,10074.49316,99.8305,39.00099,17.47801
38,61336.20639,4697.77796,332.14839,34479.97184,3.22074,25.46081,6.55415
38,62887.94092,6099.65462,319.14962,35736.5901,0.00002,34.02861,7.623
38,71219.87392,6712.11112,232.54147,15298.17077,86.57896,28.87325,8.08587
38,72240.84191,6158.42008,276.77047,33806.77911,14.03345,32.87915,5.94503
39,4700.62589,4758.1102,180.1803,10287.90309,100.77027,40.97944,10.08016
39,6290.35182,6200.30256,205.99506,16582.79082,73.51438,52.13518,10.30642
39,15744.52179,6203.47459,234.87449,15352.19588,86.00158,29.54045,8.38572
39,23602.38804,4733.7375,343.17209,37355.34993,1.48352,31.84614,7.89777
39,24161.69784,6688.69611,332.2483,35494.04666,0,38.49377,9.29613
39,25167.7016,6157.87835,234.65634,16964.23399,48.98204,32.9288,8.40403
39,33061.12621,4733.38823,186.36405,10276.35508,127.83764,39.02926,10.28283
39,34592.33533,6167.31357,196.7151,12579.07484,118.8733,42.98962,10.27182
39,34645.13641,6103.63954,212.61666,18521.94554,73.24303,44.58085,8.47576
39,41031.41275,7171.01266,223.43752,14022.69052,53.59268,30.90507,8.66897
39,42985.55864,6747.61955,264.79194,25817.66934,0.00001,30.14694,6.53344
39,50617.18419,7114.02862,290.53509,25241.09658,0.00001,28.85549,7.64741
39,51924.77902,4775.26386,223.86845,14968.44425,41.69361,30.48221,8.0706
39,53396.90835,6231.2818,334.62806,34123.42133,0.00001,24.66405,6.5269
39,53443.09408,6169.95428,310.75023,30063.8107,0,26.29909,6.77134
39,53491.26951,6189.25183,368.0412,40629.3201,0.00001,24.84507,6.66342
39,53582.61302,6147.57265,217.34994,10671.07132,57.71517,23.1044,8.20129
39,59905.71707,7048.89142,237.53149,12811.84588,51.64497,26.45313,9.20862
39,61301.57244,4801.25815,240.42073,15628.32129,28.34769,26.63912,7.84588
39,61280.88116,4776.00264,276.51746,15363.84654,63.50244,27.1841,10.60058
39,61734.49387,6689.47984,246.70513,10814.87587,59.8351,26.62441,11.72023
39,62912.90921,6137.02678,242.77333,13187.63733,68.71236,30.49011,10.64632
39,69305.42373,7122.33995,267.3042,19211.18734,57.98141,29.46295,8.6334
39,70696.7187,4730.30267,193.60741,11120.83852,88.18156,40.26512,10.55499
39,72237.59359,6133.79795,311.83694,38858.43107,0.00002,30.98408,6.18784
39,72275.98114,6157.05865,216.19534,14757.97362,80.60629,29.11159,7.34451
40,3367.27428,7154.49841,187.10722,11133.05047,138.94242,43.23374,10.56134
40,4703.76891,4756.61237,306.38117,46772.73948,0.00001,46.28246,7.23243
40,5270.39462,6762.90142,189.21722,11598.05241,148.5926,38.54128,9.30271
40,6286.18273,6169.37151,186.07799,14296.25145,128.50802,39.09483,7.45923
40,12868.10365,7000.31817,251.95151,13881.88822,116.26815,31.08938,11.08012
40,14722.9309,6663.61165,371.81193,50041.55251,28.52711,25.06575,5.63404
40,15736.16239,6225.3788,200.17304,11028.74986,148.46061,33.69805,9.59482
40,22180.45641,7097.0211,228.56067,14880.19701,90.73674,31.88668,8.80036
40,23597.46207,4723.93769,343.91112,48822.18939,0.00001,34.96909,6.68625
40,24145.18304,6684.16288,245.11628,12553.96182,140.37207,33.6203,12.47191
40,31643.52834,7110.71458,312.34297,45373.62204,0,33.94437,5.81482
40,33054.44821,4717.6863,262.75179,37830.28931,0,35.29585,5.16391
40,41009.21809,7109.0808,205.2354,10385.56658,124.96423,28.07964,9.00717
40,42465.54853,4677.33521,297.03032,27199.29708,69.5305,29.66618,7.61573
40,42966.45173,6734.79139,348.62092,33268.3062,74.37845,31.27496,8.9467
40,42931.65239,6754.40956,228.27481,11509.98011,119.69035,29.25111,10.37959
40,43980.43936,6195.23459,367.69252,51884.55897,13.80643,29.71674,6.18816
40,43966.39109,6134.46342,333.23526,27259.09533,106.77347,32.76387,10.38071
40,44027.19727,6192.47903,372.91277,56535.45086,0.00002,33.77086,6.56997
40,43990.20574,6111.21537,423.83693,68940.82463,0.52301,25.50951,5.41417
40,50617.46898,7119.45172,267.22112,24608.86099,29.1356,29.28176,6.77689
40,51846.78106,4756.02025,206.27675,10984.26555,120.15623,28.72233,8.79927
40,51950.69161,4726.77371,307.23014,38060.12378,0.3735,26.29431,5.31651
40,53482.65751,6119.29486,301.84493,22137.23096,86.01583,22.2405,7.37784
40,59915.04652,7030.2769,345.93003,39856.63726,7.74054,27.30142,6.56338
40,62862.56136,6107.35726,230.89762,12250.62623,106.98412,30.81163,10.48481
40,62920.66275,6297.89396,290.00613,16644.04957,90.76438,21.72744,8.77015
40,69287.41919,7112.28199,210.35798,11636.37169,131.85122,27.92451,8.4229
40,70736.72812,4710.05916,332.12486,47214.32833,22.7939,35.79236,6.59834
40,72254.01952,6161.90929,288.97244,32911.45516,64.58518,35.17555,7.03493
